t,x,y,z,sum,frame
18323,0,16,,,1434
18339,0,16,,,1435
18361,0,22,,,1436
18377,-0.98,16,,,1437
18394,0.98,17,,,1438
18412,0.98,18,,,1439
18433,0.98,21,,,1440
18447,0.98,14,,,1442
18463,0.98,16,,,1443
18483,0,20,,,1444
18501,0,18,,,1446
18519,0,18,,,1448
18534,0.98,15,,,1449
18553,0,19,,,1450
18575,0.98,22,,,1451
18588,0.98,13,,,1452
18606,1.96,18,,,1454
18626,0.98,20,,,1455
18640,0.98,14,,,1456
18659,0,19,,,1457
18677,0,18,,,1458
18695,0.98,18,,,1460
18712,0,17,,,1461
18732,0,20,,,1462
18747,0,15,,,1464
18764,-0.98,17,,,1465
18783,0.98,19,,,1466
18802,-0.98,19,,,1467
18821,0.98,19,,,1468
18837,0.98,16,,,1469
18856,0,19,,,1471
18872,0,16,,,1472
18891,-0.98,19,,,1474
18914,0,23,,,1476
18928,-0.98,14,,,1478
18949,0,21,,,1479
18964,0.98,15,,,1480
18980,0.98,16,,,1482
18999,0,19,,,1484
19020,0,21,,,1485
19035,0.98,15,,,1486
19053,1.96,18,,,1487
19070,1.96,17,,,1489
19088,0,18,,,1490
19105,0.98,17,,,1492
19122,-0.98,17,,,1493
19141,0.98,19,,,1494
