Starting!
t,x,y,z,sum,frame
41416,1.96,0.00,-0.98,0.98,1667
41450,1.96,0.00,0.00,1.96,1669
41489,2.94,0.00,0.98,3.92,1670
41513,2.94,0.00,0.00,2.94,1672
41546,1.96,0.98,0.00,0.98,1674
41680,3.92,0.98,0.00,2.94,1676
41684,2.94,0.00,0.00,2.94,1678
41688,1.96,-0.98,0.00,2.94,1679
41720,1.96,0.00,0.00,1.96,1680
41748,0.98,-0.98,0.98,2.94,1681
41778,2.94,0.98,0.98,2.94,1682
41816,0.00,1.96,0.00,-1.96,1684
41844,1.96,1.96,0.00,0.00,1686
41875,0.98,1.96,0.98,0.00,1688
41910,1.96,-0.98,0.00,2.94,1689
41940,2.94,0.00,0.00,2.94,1690
41976,3.92,-0.98,0.98,5.88,1691
42006,2.94,0.00,0.00,2.94,1693
42050,1.96,-0.98,0.98,3.92,1694
42072,1.96,0.00,0.00,1.96,1695
42105,1.96,0.00,0.98,2.94,1697
42242,2.94,0.98,0.00,1.96,1699
42247,0.98,0.00,0.98,1.96,1700
42255,1.96,2.94,0.00,-0.98,1701
42273,2.94,-0.98,0.98,4.90,1702
42308,1.96,0.00,0.00,1.96,1703
42340,2.94,0.98,0.00,1.96,1704
42375,0.98,1.96,-0.98,-1.96,1706
42420,1.96,0.98,0.00,0.98,1707
42437,1.96,0.00,0.00,1.96,1709
42473,2.94,-0.98,0.00,3.92,1710
42503,1.96,0.00,0.00,1.96,1711
42560,2.94,0.00,0.00,2.94,1713
42570,1.96,-0.98,-0.98,1.96,1715
42605,1.96,0.00,0.00,1.96,1716
42636,0.98,-0.98,0.00,1.96,1717
42671,1.96,-0.98,0.00,2.94,1718
42700,0.98,0.98,0.98,0.98,1720
42734,0.98,0.00,0.98,1.96,1721
42767,0.98,0.00,0.00,0.98,1722
42814,1.96,0.98,-0.98,0.00,1723
42845,1.96,0.00,0.98,2.94,1725
42865,0.00,0.00,0.98,0.98,1726
42899,3.92,0.98,0.00,2.94,1727
42931,2.94,0.00,-0.98,1.96,1728
42961,0.98,0.00,0.00,0.98,1729
42994,2.94,0.00,0.98,3.92,1730
43025,1.96,0.98,0.98,1.96,1731
43061,1.96,-0.98,-0.98,1.96,1733
43097,0.98,0.00,0.00,0.98,1735
43124,0.98,0.00,-0.98,0.00,1736
43157,1.96,1.96,0.00,0.00,1737
43190,2.94,0.98,0.98,2.94,1739
43229,1.96,0.00,0.98,2.94,1740
43264,0.98,0.00,0.98,1.96,1742
43290,0.98,-1.96,0.00,2.94,1743
43323,0.98,0.98,0.00,0.00,1745
43353,0.00,-0.98,0.98,1.96,1747
43393,1.96,0.98,0.00,0.98,1749
43418,0.98,-0.98,1.96,3.92,1750
43451,2.94,0.98,0.00,1.96,1751
43484,1.96,0.98,0.00,0.98,1753
43517,1.96,1.96,-0.98,-0.98,1754
43551,0.98,0.00,0.00,0.98,1755
43582,0.98,-0.98,0.98,2.94,1756
43616,3.92,0.00,0.00,3.92,1758
43650,1.96,0.98,0.00,0.98,1759
43679,0.98,1.96,-0.98,-1.96,1760
43714,2.94,-1.96,0.98,5.88,1761
43753,0.98,0.00,0.00,0.98,1762
43788,1.96,0.98,0.98,1.96,1763
43812,1.96,-1.96,0.00,3.92,1764
43845,0.00,0.00,0.00,0.00,1765
43883,1.96,0.98,0.00,0.98,1766
43910,2.94,0.00,0.00,2.94,1767
43944,1.96,-0.98,0.98,3.92,1768
43975,1.96,0.00,0.00,1.96,1769
44011,0.98,0.00,0.00,0.98,1770
44041,1.96,1.96,-0.98,-0.98,1772
44073,0.98,0.00,0.00,0.98,1774
44112,0.00,0.98,0.98,0.00,1776
44139,2.94,0.98,0.00,1.96,1777
44175,2.94,0.00,0.00,2.94,1778
44204,0.98,-0.98,0.98,2.94,1779
44243,1.96,-0.98,-0.98,1.96,1780
44271,1.96,0.00,-1.96,0.00,1781
44304,2.94,0.98,-2.94,-0.98,1782
44341,1.96,0.98,0.98,1.96,1784
44371,1.96,0.98,0.00,0.98,1785
44402,0.98,0.98,1.96,1.96,1786
44443,2.94,0.98,0.00,1.96,1788
44469,0.00,0.98,0.98,0.00,1790
44498,0.00,0.98,0.98,0.00,1792
44542,1.96,0.00,1.96,3.92,1793
44564,4.90,-1.96,0.00,6.86,1794
44598,1.96,0.98,0.00,0.98,1795
44630,0.98,0.98,0.00,0.00,1797
44661,1.96,0.98,0.98,1.96,1798
44696,0.98,0.98,0.00,0.00,1799
44730,3.92,0.00,-0.98,2.94,1800
44759,1.96,2.94,0.00,-0.98,1801
44792,-0.98,0.00,-0.98,-1.96,1802
44834,0.98,0.00,0.00,0.98,1803
44860,1.96,1.96,0.00,0.00,1804
44893,3.92,0.00,0.00,3.92,1806
44924,0.98,0.00,-0.98,0.00,1807
44961,2.94,0.98,0.00,1.96,1808
44991,2.94,-0.98,-0.98,2.94,1809
45025,1.96,0.00,0.98,2.94,1811
45058,1.96,1.96,0.00,0.00,1812
45088,0.00,0.00,1.96,1.96,1813
45124,0.98,0.98,0.00,0.00,1815
45165,3.92,0.00,-0.98,2.94,1816
45188,1.96,0.00,-1.96,0.00,1818
45219,0.98,0.98,-0.98,-0.98,1820
45254,3.92,0.98,0.00,2.94,1821
45287,0.98,0.98,-0.98,-0.98,1823
45323,1.96,0.98,0.00,0.98,1824
45353,2.94,0.00,0.00,2.94,1825
45385,2.94,0.00,0.00,2.94,1826
45426,0.98,0.00,0.00,0.98,1827
45450,1.96,-1.96,-0.98,2.94,1828
45485,2.94,0.00,0.98,3.92,1829
45520,1.96,-0.98,-0.98,1.96,1830
45558,2.94,-0.98,0.98,4.90,1831
45585,3.92,0.00,-0.98,2.94,1832
45619,1.96,0.00,-0.98,0.98,1834
45651,2.94,1.96,0.98,1.96,1836
45687,1.96,0.98,0.98,1.96,1837
45717,1.96,0.98,0.98,1.96,1839
45748,0.00,0.00,0.00,0.00,1840
45779,2.94,0.00,0.98,3.92,1841
45811,2.94,0.98,-0.98,0.98,1842
45847,2.94,-0.98,-0.98,2.94,1844
45884,2.94,0.00,0.00,2.94,1845
45912,2.94,0.00,0.00,2.94,1846
45952,1.96,0.00,0.00,1.96,1847
45976,0.98,0.98,0.98,0.98,1848
46008,2.94,0.00,0.00,2.94,1850
46042,1.96,0.98,0.00,0.98,1852
46077,1.96,-0.98,0.98,3.92,1853
46109,2.94,0.98,0.98,2.94,1854
46237,2.94,0.98,0.98,2.94,1855
46240,2.94,0.98,0.98,2.94,1856
46249,1.96,0.98,-0.98,0.00,1857
46272,1.96,0.00,-0.98,0.98,1859
46305,1.96,1.96,-0.98,-0.98,1860
46339,0.00,0.00,-0.98,-0.98,1862
46373,0.98,1.96,0.00,-0.98,1863
46404,0.98,0.00,-0.98,0.00,1864
46438,0.98,0.00,0.00,0.98,1865
46470,2.94,0.98,-0.98,0.98,1867
46505,0.98,0.98,0.98,0.98,1869
46535,2.94,0.00,0.00,2.94,1870
46572,1.96,1.96,-0.98,-0.98,1871
46602,0.98,-0.98,0.00,1.96,1873
46645,1.96,0.98,0.00,0.98,1875
46667,0.98,0.98,1.96,1.96,1876
46700,2.94,-0.98,-0.98,2.94,1877
46735,2.94,0.98,0.98,2.94,1878
46768,2.94,-0.98,0.00,3.92,1879
46804,1.96,0.98,0.98,1.96,1880
46832,2.94,1.96,0.00,0.98,1881
46864,2.94,0.00,0.98,3.92,1883
46899,1.96,0.98,0.00,0.98,1884
46929,2.94,0.98,0.00,1.96,1885
46965,1.96,-0.98,0.98,3.92,1887
46998,2.94,0.00,0.00,2.94,1888
47029,0.98,0.00,0.00,0.98,1889
47064,1.96,-0.98,0.98,3.92,1890
47092,1.96,-0.98,0.00,2.94,1891
47128,0.98,-0.98,0.00,1.96,1892
47160,2.94,0.98,-0.98,0.98,1893
47193,2.94,2.94,0.98,0.98,1894
47228,1.96,2.94,0.00,-0.98,1896
47260,1.96,1.96,0.00,0.00,1898
47289,1.96,1.96,0.00,0.00,1900
47323,2.94,1.96,0.98,1.96,1902
47355,1.96,0.00,0.00,1.96,1903
47387,1.96,0.00,-0.98,0.98,1904
47423,1.96,2.94,0.98,0.00,1906
47452,0.98,0.98,0.00,0.00,1907
47484,0.00,-0.98,0.00,0.98,1909
47520,0.98,0.00,0.00,0.98,1910
47553,0.98,0.00,0.98,1.96,1912
47583,0.98,0.00,0.00,0.98,1914
47622,1.96,-0.98,0.00,2.94,1915
47648,2.94,0.00,0.98,3.92,1916
47685,0.00,0.98,1.96,0.98,1918
47713,1.96,0.98,0.98,1.96,1919
47754,2.94,0.00,0.00,2.94,1921
47776,1.96,0.98,0.98,1.96,1922
47808,0.98,0.98,0.98,0.98,1923
47842,3.92,0.98,-0.98,1.96,1925
47879,2.94,-0.98,-0.98,2.94,1926
47922,2.94,0.98,0.98,2.94,1927
47940,0.98,0.00,0.98,1.96,1928
47977,4.90,0.98,0.98,4.90,1930
48007,1.96,0.98,-0.98,0.00,1931
48044,2.94,0.98,0.00,1.96,1933
48072,1.96,0.00,0.00,1.96,1935
48216,1.96,-0.98,-0.98,1.96,1937
48219,2.94,1.96,0.00,0.98,1939
48224,2.94,0.00,0.00,2.94,1940
48251,1.96,0.00,0.98,2.94,1941
48285,0.98,0.00,1.96,2.94,1943
48316,4.90,-0.98,0.00,5.88,1944
48346,4.90,-0.98,0.00,5.88,1945
48380,2.94,0.00,0.00,2.94,1947
48415,0.98,0.98,0.98,0.98,1949
48446,1.96,0.00,0.98,2.94,1950
48478,2.94,0.00,0.00,2.94,1951
48514,0.98,2.94,0.00,-1.96,1952
48542,0.00,0.00,0.00,0.00,1953
48574,1.96,0.00,0.00,1.96,1954
48606,0.98,-0.98,0.00,1.96,1955
48640,1.96,-0.98,0.00,2.94,1957
48679,3.92,0.98,0.00,2.94,1959
48705,2.94,0.00,0.98,3.92,1960
48748,3.92,0.00,0.00,3.92,1962
48773,-12.74,2.94,0.00,-15.68,1963
48809,0.00,0.98,-0.98,-1.96,1965
48847,1.96,-0.98,0.98,3.92,1966
48877,0.98,-0.98,0.00,1.96,1967
48907,2.94,0.98,0.00,1.96,1968
48950,1.96,0.00,0.00,1.96,1970
48972,2.94,0.98,0.98,2.94,1971
49005,2.94,0.98,0.00,1.96,1972
49037,2.94,0.00,-0.98,1.96,1973
49076,2.94,1.96,-0.98,-0.00,1975
49108,1.96,0.00,0.98,2.94,1977
49137,1.96,-1.96,1.96,5.88,1978
49176,2.94,1.96,0.98,1.96,1979
49205,1.96,-0.98,0.00,2.94,1980
49235,2.94,0.00,0.00,2.94,1981
49269,1.96,0.00,0.00,1.96,1982
49299,2.94,1.96,0.98,1.96,1983
49332,2.94,0.00,-0.98,1.96,1984
49364,2.94,0.00,0.98,3.92,1986
49399,2.94,0.00,0.00,2.94,1988
49429,1.96,1.96,0.98,0.98,1990
49465,0.98,0.98,1.96,1.96,1992
49495,1.96,0.00,0.98,2.94,1993
49526,1.96,0.00,0.00,1.96,1995
49561,3.92,0.98,0.98,3.92,1997
49591,2.94,-0.98,-0.98,2.94,1999
49626,1.96,-0.98,0.98,3.92,2000
49665,2.94,0.00,0.98,3.92,2002
49692,1.96,0.98,0.98,1.96,2004
49723,2.94,0.98,0.00,1.96,2005
49757,2.94,0.98,0.98,2.94,2006
49787,2.94,1.96,1.96,2.94,2007
49822,2.94,-0.98,0.00,3.92,2008
49853,3.92,1.96,0.00,1.96,2010
49885,1.96,-0.98,-0.98,1.96,2011
49920,0.98,0.00,-0.98,0.00,2012
49957,1.96,0.00,1.96,3.92,2013
49985,0.98,0.98,0.98,0.98,2015
50020,0.98,0.98,0.98,0.98,2016
50049,3.92,-0.98,-0.98,3.92,2018
50083,2.94,0.98,-0.98,0.98,2019
50121,0.98,1.96,0.00,-0.98,2021
50149,0.98,1.96,0.00,-0.98,2023
50184,1.96,0.98,0.98,1.96,2025
50217,4.90,0.00,-0.98,3.92,2026
50249,2.94,-0.98,0.98,4.90,2027
50283,-12.74,0.98,-1.96,-15.68,2028
50320,0.00,0.98,0.00,-0.98,2029
50357,2.94,0.00,0.00,2.94,2031
50386,2.94,0.98,0.98,2.94,2032
50416,2.94,0.98,0.98,2.94,2033
50452,2.94,0.98,2.94,4.90,2034
50483,0.00,0.98,0.00,-0.98,2035
50515,1.96,0.00,-0.98,0.98,2036
50548,0.98,0.00,-0.98,0.00,2038
50584,1.96,0.00,0.00,1.96,2040
50614,2.94,0.00,0.00,2.94,2041
50650,1.96,1.96,0.98,0.98,2042
50678,2.94,0.98,-0.98,0.98,2043
50714,2.94,0.98,0.00,1.96,2045
50744,2.94,-0.98,0.98,4.90,2047
50778,1.96,0.98,0.98,1.96,2048
50808,2.94,0.00,0.00,2.94,2049
50844,2.94,0.00,2.94,5.88,2050
50877,1.96,0.00,0.00,1.96,2051
50908,0.98,2.94,0.00,-1.96,2052
50940,2.94,0.00,0.98,3.92,2053
50975,2.94,1.96,-0.98,-0.00,2054
51008,1.96,-0.98,0.98,3.92,2055
51040,1.96,0.00,0.98,2.94,2056
51073,1.96,0.00,0.98,2.94,2057
51109,2.94,0.98,0.98,2.94,2058
51139,1.96,0.98,0.00,0.98,2060
51169,0.00,-0.98,0.98,1.96,2062
51207,1.96,0.98,0.98,1.96,2063
51233,1.96,1.96,0.00,0.00,2064
51270,1.96,0.98,0.00,0.98,2065
51298,0.00,1.96,0.00,-1.96,2066
51344,2.94,-0.98,0.00,3.92,2067
51372,3.92,0.98,0.00,2.94,2068
51408,1.96,0.00,0.00,1.96,2069
51433,3.92,1.96,-0.98,0.98,2071
51462,1.96,0.98,-2.94,-1.96,2072
51499,1.96,-0.98,0.00,2.94,2073
51530,1.96,1.96,-0.98,-0.98,2074
51564,1.96,1.96,-0.98,-0.98,2075
51598,0.98,0.00,0.00,0.98,2076
51634,1.96,0.98,0.98,1.96,2077
51692,2.94,0.98,0.00,1.96,2079
51703,3.92,1.96,-0.98,0.98,2080
51731,1.96,-0.98,0.98,3.92,2081
51763,1.96,0.00,0.00,1.96,2083
51796,1.96,0.00,0.98,2.94,2084
51826,0.98,0.98,-0.98,-0.98,2086
51862,2.94,0.00,0.00,2.94,2087
51894,0.98,0.00,0.00,0.98,2089
51926,2.94,0.98,-0.98,0.98,2090
51982,1.96,-1.96,0.98,4.90,2092
51996,2.94,0.00,-0.98,1.96,2093
52026,0.00,0.00,-0.98,-0.98,2095
52059,3.92,0.98,0.00,2.94,2097
52099,0.00,0.00,0.98,0.98,2098
52127,1.96,-0.98,0.00,2.94,2099
52158,0.98,0.98,0.00,0.00,2101
52209,0.98,-0.98,0.00,1.96,2102
52224,1.96,1.96,-0.98,-0.98,2103
52256,2.94,0.00,0.00,2.94,2104
52290,1.96,1.96,0.00,0.00,2105
52321,1.96,1.96,0.00,0.00,2106
52355,2.94,0.00,0.00,2.94,2107
52393,1.96,0.98,-0.98,0.00,2108
52423,1.96,0.98,0.98,1.96,2109
52452,0.98,0.98,0.00,0.00,2110
52484,2.94,0.98,0.00,1.96,2112
52534,1.96,0.00,0.00,1.96,2113
52548,2.94,0.98,0.00,1.96,2115
52587,2.94,0.98,0.00,1.96,2116
52614,2.94,0.00,0.00,2.94,2117
52645,0.98,0.00,0.00,0.98,2119
52679,2.94,0.00,0.00,2.94,2120
52710,1.96,2.94,0.00,-0.98,2122
52745,0.00,-0.98,1.96,2.94,2123
52780,1.96,0.00,0.00,1.96,2124
52808,2.94,0.98,0.98,2.94,2125
52847,1.96,0.98,0.00,0.98,2127
52873,0.98,2.94,0.00,-1.96,2128
52908,2.94,-0.98,0.00,3.92,2129
52939,2.94,0.00,0.00,2.94,2130
52971,1.96,0.00,-0.98,0.98,2131
53012,2.94,0.00,0.00,2.94,2132
53037,0.98,0.00,0.98,1.96,2134
53069,1.96,0.98,0.00,0.98,2136
53102,0.98,0.98,0.00,0.00,2137
53135,3.92,0.98,0.00,2.94,2139
53167,1.96,0.98,0.00,0.98,2140
53198,0.98,0.00,0.98,1.96,2142
53231,3.92,0.00,0.00,3.92,2144
53262,0.98,0.98,-0.98,-0.98,2146
53297,2.94,0.98,0.00,1.96,2147
53329,0.98,-0.98,0.00,1.96,2149
53365,1.96,-0.98,0.98,3.92,2150
53400,1.96,0.98,0.00,0.98,2152
53428,1.96,0.00,0.00,1.96,2153
53468,3.92,0.00,0.98,4.90,2154
53492,2.94,0.00,0.98,3.92,2155
53524,1.96,-0.98,0.98,3.92,2157
53559,1.96,0.00,0.00,1.96,2158
53594,2.94,0.98,0.00,1.96,2159
53623,1.96,0.00,0.98,2.94,2161
53656,2.94,-1.96,0.98,5.88,2163
53689,3.92,0.98,0.00,2.94,2164
53723,0.98,0.98,0.00,0.00,2165
53752,3.92,0.00,0.98,4.90,2166
53785,-13.72,0.00,0.00,-13.72,2167
53823,2.94,-0.98,0.00,3.92,2168
53854,1.96,0.98,-0.98,0.00,2169
53889,2.94,0.00,0.98,3.92,2171
53919,0.98,0.00,0.98,1.96,2173
53954,1.96,0.98,0.00,0.98,2174
53991,1.96,0.00,-0.98,0.98,2175
54018,2.94,0.00,1.96,4.90,2176
54050,0.98,2.94,0.00,-1.96,2178
54086,2.94,-0.98,0.00,3.92,2180
54116,1.96,0.98,0.00,0.98,2181
54157,3.92,0.98,0.00,2.94,2182
54183,0.98,-0.98,0.00,1.96,2183
54215,2.94,-0.98,0.00,3.92,2184
54247,2.94,0.98,0.00,1.96,2185
54281,2.94,0.00,0.00,2.94,2187
54316,1.96,0.00,0.00,1.96,2188
54349,3.92,2.94,0.00,0.98,2189
54379,2.94,0.98,0.00,1.96,2190
54409,0.98,0.98,0.98,0.98,2191
54440,2.94,0.00,0.00,2.94,2193
54473,2.94,0.00,0.00,2.94,2194
54511,1.96,0.98,0.00,0.98,2196
54538,1.96,0.98,0.00,0.98,2198
54573,2.94,0.00,0.00,2.94,2199
54604,1.96,0.98,0.00,0.98,2200
54635,2.94,-0.98,-0.98,2.94,2201
54676,3.92,0.00,0.98,4.90,2202
54713,0.98,0.98,-0.98,-0.98,2204
54743,2.94,0.00,-0.98,1.96,2205
54768,1.96,1.96,0.98,0.98,2206
54804,1.96,0.98,0.00,0.98,2207
54834,0.00,1.96,0.00,-1.96,2208
54867,0.98,0.98,0.00,0.00,2209
54899,2.94,0.00,-0.98,1.96,2211
54941,1.96,0.98,-0.98,0.00,2212
54970,3.92,0.98,-0.98,1.96,2214
55017,0.98,1.96,0.98,0.00,2216
55031,2.94,0.00,0.00,2.94,2218
55064,2.94,0.98,0.98,2.94,2219
55097,1.96,0.00,-0.98,0.98,2220
55132,0.98,0.00,0.98,1.96,2221
55164,1.96,-0.98,0.98,3.92,2222
55199,2.94,0.98,0.00,1.96,2223
55226,1.96,0.98,0.00,0.98,2225
55268,2.94,0.98,0.00,1.96,2227
55290,0.98,-0.98,-0.98,0.98,2229
55325,2.94,-0.98,0.00,3.92,2230
55359,2.94,-0.98,0.00,3.92,2231
55395,2.94,0.00,0.98,3.92,2233
55433,1.96,0.98,0.00,0.98,2234
55458,2.94,0.98,0.00,1.96,2235
55488,0.98,0.98,0.98,0.98,2236
55520,1.96,0.98,0.00,0.98,2237
55555,0.98,0.98,0.98,0.98,2238
55586,3.92,0.98,-0.98,1.96,2239
55619,2.94,0.00,0.00,2.94,2240
55655,1.96,0.98,0.00,0.98,2242
55691,1.96,0.00,0.00,1.96,2243
55718,1.96,1.96,0.98,0.98,2244
55749,2.94,0.98,0.98,2.94,2245
55779,0.98,0.98,0.00,0.00,2247
55816,0.98,0.00,0.98,1.96,2248
55846,2.94,0.00,0.98,3.92,2249
55875,2.94,0.00,0.98,3.92,2250
55909,2.94,0.00,1.96,4.90,2251
55941,2.94,-0.98,-0.98,2.94,2253
55977,3.92,0.98,0.00,2.94,2255
56013,0.98,0.00,0.00,0.98,22
