Starting!
t,x,y,z,sum,frame
20557,1.96,-1.96,0.98,4.90,840
20587,1.96,0.98,2.94,3.92,842
20618,0.00,0.00,0.00,0.00,843
20648,1.96,0.00,0.98,2.94,844
20681,1.96,-0.98,0.00,2.94,846
20714,2.94,-0.98,0.00,3.92,848
20751,0.98,0.00,0.00,0.98,849
20775,2.94,0.00,-0.98,1.96,850
20807,1.96,0.98,1.96,2.94,852
20840,1.96,0.98,1.96,2.94,853
20874,3.92,-1.96,0.00,5.88,854
20904,2.94,0.98,0.00,1.96,855
20945,1.96,1.96,0.00,0.00,856
20988,1.96,1.96,0.00,0.00,858
21006,0.98,0.00,0.00,0.98,859
21028,2.94,-0.98,0.98,4.90,861
21060,3.92,0.98,0.98,3.92,862
21091,1.96,0.00,0.98,2.94,863
21123,1.96,0.00,0.00,1.96,864
21152,1.96,0.00,0.00,1.96,865
21185,0.98,-0.98,0.00,1.96,866
21218,0.98,0.98,-0.98,-0.98,867
21250,1.96,0.98,0.00,0.98,869
21280,2.94,1.96,0.98,1.96,870
21324,1.96,-0.98,0.00,2.94,871
21347,2.94,0.98,1.96,3.92,873
21389,1.96,0.00,-0.98,0.98,875
21407,0.98,0.98,0.00,0.00,877
21440,1.96,0.00,0.00,1.96,878
21479,1.96,-0.98,0.98,3.92,879
21502,1.96,0.98,-0.98,0.00,880
21536,1.96,-0.98,0.98,3.92,882
21567,2.94,0.00,0.00,2.94,883
21599,2.94,0.00,0.00,2.94,885
21629,0.98,0.00,0.00,0.98,886
21660,2.94,-1.96,0.00,4.90,887
21694,1.96,0.98,0.00,0.98,888
21727,1.96,1.96,-0.98,-0.98,890
21758,3.92,-0.98,0.00,4.90,891
21792,3.92,-0.98,-0.98,3.92,893
21826,2.94,1.96,0.00,0.98,894
21855,1.96,0.98,0.98,1.96,895
21884,0.98,0.98,0.00,0.00,896
21917,1.96,2.94,0.00,-0.98,898
21962,2.94,0.00,0.98,3.92,900
21980,2.94,0.98,0.98,2.94,901
22012,1.96,0.98,0.00,0.98,903
22043,1.96,-0.98,-1.96,0.98,904
22085,2.94,-0.98,-1.96,1.96,905
22109,2.94,-0.98,-1.96,1.96,906
22144,2.94,0.00,0.00,2.94,908
22173,1.96,0.98,0.00,0.98,909
22204,1.96,0.00,0.00,1.96,910
22237,0.98,-0.98,0.98,2.94,912
22275,1.96,0.00,-0.98,0.98,913
22302,1.96,0.98,2.94,3.92,914
22331,2.94,0.00,0.98,3.92,915
22366,0.98,0.00,0.00,0.98,917
22394,3.92,0.98,1.96,4.90,919
22425,3.92,-0.98,0.00,4.90,920
22457,2.94,2.94,0.00,0.00,922
22491,0.98,0.00,0.98,1.96,923
22520,1.96,0.00,-0.98,0.98,924
22553,0.98,0.00,0.00,0.98,925
22589,1.96,0.00,0.00,1.96,926
22619,3.92,0.98,0.00,2.94,927
22645,2.94,0.00,0.00,2.94,929
22685,1.96,0.00,0.00,1.96,930
22719,2.94,0.00,0.98,3.92,931
22738,1.96,0.98,0.00,0.98,933
22771,0.98,1.96,-0.98,-1.96,934
22805,1.96,-0.98,0.00,2.94,935
22837,1.96,0.98,0.98,1.96,937
22867,1.96,0.00,0.00,1.96,938
22898,1.96,0.98,-0.98,0.00,939
22930,1.96,0.00,0.00,1.96,940
22970,2.94,0.98,0.98,2.94,941
22999,2.94,0.98,-0.98,0.98,942
23025,2.94,0.00,-1.96,0.98,943
23057,3.92,0.98,0.00,2.94,945
23090,2.94,0.98,0.98,2.94,946
23136,1.96,0.00,0.98,2.94,947
23151,1.96,-0.98,1.96,4.90,949
23184,2.94,0.98,0.98,2.94,950
23219,0.98,0.98,0.00,0.00,951
23245,2.94,0.98,-0.98,0.98,953
23280,2.94,0.98,0.00,1.96,954
23310,2.94,0.00,0.00,2.94,955
23341,1.96,0.00,-0.98,0.98,956
23378,2.94,0.00,-0.98,1.96,957
23404,1.96,1.96,0.00,0.00,958
23441,1.96,-0.98,0.98,3.92,959
23470,0.98,0.98,0.98,0.98,961
23502,1.96,0.00,-0.98,0.98,962
23531,2.94,0.98,0.00,1.96,963
23565,1.96,0.00,-0.98,0.98,965
23702,3.92,0.00,-0.98,2.94,967
23713,1.96,0.00,0.98,2.94,968
23717,1.96,0.00,0.00,1.96,970
23732,1.96,1.96,0.98,0.98,971
23764,2.94,0.98,0.00,1.96,972
23794,2.94,0.00,0.00,2.94,973
23826,1.96,1.96,0.00,0.00,974
23862,1.96,1.96,-1.96,-1.96,975
23888,1.96,-0.98,0.98,3.92,976
23929,1.96,0.00,-0.98,0.98,977
23957,1.96,0.98,0.00,0.98,978
23986,2.94,1.96,-1.96,-0.98,980
24020,1.96,-0.98,0.00,2.94,981
24050,1.96,0.98,0.00,0.98,982
24086,1.96,0.98,0.00,0.98,984
24114,3.92,0.00,0.00,3.92,985
24144,1.96,0.00,1.96,3.92,986
24177,1.96,0.98,0.00,0.98,987
24212,1.96,0.98,0.98,1.96,988
24239,2.94,0.98,0.00,1.96,989
24284,1.96,0.00,0.00,1.96,991
24308,2.94,0.98,0.00,1.96,993
24338,1.96,0.98,-0.98,0.00,994
24369,2.94,0.98,0.00,1.96,995
24395,1.96,0.00,0.00,1.96,996
24426,0.98,0.98,0.00,0.00,997
24460,1.96,0.98,0.00,0.98,998
24491,2.94,0.00,0.98,3.92,999
24519,1.96,1.96,0.98,0.98,1000
24553,1.96,0.00,0.98,2.94,1001
24584,3.92,0.98,0.98,3.92,1002
24624,1.96,0.98,0.98,1.96,1003
24652,0.98,-0.98,-0.98,0.98,1004
24684,2.94,-0.98,0.00,3.92,1005
24716,0.98,0.00,-0.98,0.00,1006
24754,2.94,0.00,0.00,2.94,1008
24781,0.98,0.98,0.00,0.00,1010
24814,1.96,0.98,1.96,2.94,1012
24847,1.96,0.98,-0.98,0.00,1013
24885,3.92,0.98,0.98,3.92,1015
24914,0.00,0.00,-0.98,-0.98,1017
24947,2.94,0.00,0.98,3.92,1018
24978,2.94,0.00,0.98,3.92,1019
25021,0.98,-0.98,0.00,1.96,1020
25043,0.98,-0.98,-1.96,0.00,1022
25081,2.94,0.00,0.98,3.92,1024
25110,1.96,0.98,0.00,0.98,1025
25142,3.92,0.00,0.00,3.92,1026
25177,2.94,0.00,0.00,2.94,1027
25207,1.96,-0.98,0.00,2.94,1028
25241,2.94,0.98,0.98,2.94,1029
25273,2.94,0.98,0.00,1.96,1031
25311,1.96,0.00,-2.94,-0.98,1033
25339,0.98,0.98,0.00,0.00,1034
25372,2.94,0.00,0.00,2.94,1035
25403,2.94,0.00,0.00,2.94,1036
25436,2.94,-0.98,0.00,3.92,1037
25477,1.96,0.00,0.98,2.94,1039
25503,1.96,-0.98,0.98,3.92,1040
25534,1.96,-0.98,0.98,3.92,1041
25590,3.92,0.98,0.00,2.94,1042
25603,0.98,-0.98,-1.96,0.00,1043
25635,1.96,0.98,-0.98,0.00,1044
25670,2.94,1.96,0.98,1.96,1045
25707,3.92,0.00,-0.98,2.94,1046
25738,1.96,2.94,-1.96,-2.94,1048
25774,4.90,0.98,0.98,4.90,1049
25799,1.96,0.00,0.00,1.96,1050
25837,0.98,0.98,0.98,0.98,1051
25865,1.96,0.00,0.00,1.96,1052
25901,1.96,-0.98,0.00,2.94,1053
25930,3.92,2.94,-0.98,0.00,1055
25965,1.96,0.98,0.00,0.98,1056
25996,2.94,0.00,0.00,2.94,1057
26035,2.94,0.00,0.00,2.94,1058
26060,1.96,0.98,1.96,2.94,1059
26103,2.94,-0.98,0.00,3.92,1060
26126,1.96,0.00,1.96,3.92,1062
26167,2.94,-0.98,0.00,3.92,1063
26191,2.94,0.00,0.98,3.92,1064
26228,1.96,-0.98,0.00,2.94,1066
26260,1.96,0.00,0.98,2.94,1068
26288,0.98,0.98,0.00,0.00,1069
26320,2.94,0.98,-0.98,0.98,1071
26361,2.94,1.96,0.00,0.98,1072
26386,2.94,0.98,1.96,3.92,1073
26427,3.92,-1.96,-0.98,4.90,1075
26452,0.98,0.98,0.00,0.00,1077
26485,3.92,0.00,0.98,4.90,1079
26621,2.94,-0.98,-0.98,2.94,1081
26628,1.96,0.00,-0.98,0.98,1082
26634,1.96,0.00,0.98,2.94,1084
26663,1.96,-0.98,-0.98,1.96,1085
26692,2.94,0.00,1.96,4.90,1087
26723,2.94,0.00,-1.96,0.98,1089
26758,1.96,0.98,0.98,1.96,1091
26788,0.98,0.00,0.00,0.98,1092
26820,1.96,0.00,0.00,1.96,1093
26852,2.94,2.94,-0.98,-0.98,1094
26900,1.96,-0.98,0.00,2.94,1095
26930,1.96,0.00,0.98,2.94,1096
26952,1.96,0.00,0.00,1.96,1097
26988,2.94,0.00,0.98,3.92,1098
27017,2.94,0.00,0.00,2.94,1099
27048,1.96,-0.98,-0.98,1.96,1101
27086,1.96,0.98,-0.98,0.00,1103
27117,0.98,0.98,-0.98,-0.98,1105
27152,1.96,0.98,0.00,0.98,1106
27187,0.98,0.00,0.98,1.96,1107
27215,2.94,0.00,1.96,4.90,1108
27252,-1.96,0.98,0.00,-2.94,1109
27284,1.96,1.96,0.00,0.00,1111
27315,2.94,0.98,0.00,1.96,1112
27346,0.98,0.00,0.00,0.98,1113
27378,1.96,0.00,0.00,1.96,1114
27411,0.98,0.98,0.00,0.00,1115
27451,1.96,0.98,0.98,1.96,1116
27476,1.96,2.94,-0.98,-1.96,1117
27509,2.94,0.00,0.98,3.92,1118
27542,1.96,-0.98,0.00,2.94,1119
27575,1.96,0.00,0.00,1.96,1121
27610,1.96,-1.96,0.00,3.92,1123
27640,1.96,0.00,0.98,2.94,1124
27678,1.96,-0.98,-0.98,1.96,1125
27711,0.98,0.98,0.00,0.00,1127
27742,0.98,0.00,0.00,0.98,1128
27774,2.94,1.96,0.00,0.98,1129
27805,2.94,-0.98,0.00,3.92,1131
27844,1.96,1.96,0.00,0.00,1132
27871,2.94,1.96,0.98,1.96,1133
27904,1.96,0.98,-0.98,0.00,1134
27936,1.96,0.98,0.00,0.98,1136
27970,0.98,-0.98,-0.98,0.98,1138
28017,3.92,0.98,0.98,3.92,1140
28035,0.98,1.96,0.00,-0.98,1141
28070,1.96,0.98,0.00,0.98,1142
28105,0.98,0.98,-0.98,-0.98,1143
28150,1.96,1.96,-0.98,-0.98,1145
28169,2.94,0.00,0.98,3.92,1147
28201,0.98,0.00,0.00,0.98,1148
28232,2.94,0.00,0.00,2.94,1150
28275,1.96,0.00,0.00,1.96,1151
28299,1.96,0.00,0.00,1.96,1153
28331,2.94,0.00,-1.96,0.98,1155
28362,2.94,0.00,-1.96,0.98,1157
28397,2.94,0.00,-0.98,1.96,1158
28429,0.98,0.98,0.00,0.00,1159
28467,2.94,0.98,0.00,1.96,1161
28496,1.96,0.00,0.00,1.96,1162
28528,1.96,0.98,0.00,0.98,1163
28560,2.94,0.00,1.96,4.90,1164
28591,2.94,1.96,0.00,0.98,1165
28624,3.92,0.98,-0.98,1.96,1166
28660,0.98,-0.98,1.96,3.92,1167
28694,2.94,0.00,0.00,2.94,1168
28726,1.96,-0.98,0.00,2.94,1169
28765,2.94,0.98,0.00,1.96,1170
28800,0.98,0.98,0.98,0.98,1172
28819,1.96,0.00,0.00,1.96,1173
28851,1.96,0.00,0.98,2.94,1175
28884,1.96,-0.98,0.98,3.92,1176
28918,3.92,0.00,-0.98,2.94,1177
28950,1.96,0.00,0.98,2.94,1178
28984,2.94,-1.96,0.00,4.90,1180
29023,1.96,0.00,0.00,1.96,1181
29047,1.96,0.00,0.00,1.96,1182
29095,1.96,0.98,0.00,0.98,1184
29115,1.96,0.98,0.98,1.96,1185
29145,0.98,1.96,0.98,0.00,1187
29178,1.96,0.00,0.00,1.96,1188
29209,1.96,0.98,-0.98,0.00,1190
29246,2.94,-1.96,0.98,5.88,1191
29278,0.98,0.00,0.00,0.98,1192
29307,2.94,0.98,0.00,1.96,1193
29340,2.94,1.96,0.00,0.98,1195
29377,0.98,0.00,0.00,0.98,1197
29406,2.94,0.00,0.98,3.92,1198
29441,1.96,0.00,-0.98,0.98,1199
29469,1.96,0.00,-0.98,0.98,1200
29504,1.96,1.96,-0.98,-0.98,1201
29538,2.94,0.98,1.96,3.92,1202
29573,4.90,0.00,0.00,4.90,1203
29700,4.90,0.00,0.00,4.90,1204
29702,4.90,0.00,0.00,4.90,1205
29705,0.98,0.00,-0.98,0.00,1206
29736,3.92,0.98,0.00,2.94,1207
29765,1.96,-0.98,-0.98,1.96,1208
29798,2.94,-0.98,0.00,3.92,1209
29832,2.94,-1.96,0.00,4.90,1211
29971,0.98,0.98,-0.98,-0.98,1212
29975,1.96,1.96,0.00,0.00,1214
29978,1.96,-0.98,0.00,2.94,1215
30005,1.96,1.96,0.98,0.98,1217
30038,1.96,0.98,0.98,1.96,1219
30068,0.98,0.00,0.00,0.98,1221
30106,1.96,0.98,0.98,1.96,1223
30140,1.96,0.00,-0.98,0.98,1225
30167,1.96,0.98,0.00,0.98,1226
30200,1.96,0.00,-0.98,0.98,1228
30233,2.94,0.00,0.98,3.92,1230
30266,1.96,0.00,-0.98,0.98,1231
30305,0.98,0.00,0.98,1.96,1232
30438,2.94,1.96,0.00,0.98,1233
30440,0.98,0.98,0.00,0.00,1234
30443,0.98,-0.98,-0.98,0.98,1235
30471,0.98,0.00,0.00,0.98,1236
30503,0.98,0.98,-0.98,-0.98,1238
30548,1.96,-0.98,0.98,3.92,1239
30571,2.94,1.96,0.00,0.98,1241
30608,3.92,0.98,-0.98,1.96,1242
30637,0.98,0.98,0.98,0.98,1243
30670,2.94,0.00,-0.98,1.96,1245
30702,1.96,0.00,0.00,1.96,1247
30734,1.96,-0.98,0.98,3.92,1248
30775,1.96,-0.98,0.00,2.94,1249
30803,1.96,0.00,0.00,1.96,1250
30838,2.94,0.98,0.00,1.96,1251
30865,2.94,-0.98,0.00,3.92,1252
30902,0.98,1.96,0.00,-0.98,1253
30935,0.98,0.00,0.00,0.98,1254
30964,0.98,0.00,0.00,0.98,1255
30996,2.94,0.00,0.00,2.94,1256
31032,1.96,0.00,0.98,2.94,1258
31059,2.94,1.96,0.00,0.98,1259
31092,1.96,-0.98,0.00,2.94,1261
31134,2.94,0.98,0.00,1.96,1263
31161,3.92,0.98,-1.96,0.98,1264
31191,2.94,0.00,0.00,2.94,1265
31224,1.96,-0.98,-0.98,1.96,1267
31366,2.94,0.98,1.96,3.92,1268
31370,3.92,0.98,0.98,3.92,1270
31373,2.94,1.96,0.00,0.98,1272
31497,2.94,0.98,0.98,2.94,1274
31502,2.94,0.98,-0.98,0.98,1275
31507,1.96,0.98,0.00,0.98,1277
31536,0.00,-0.98,0.00,0.98,1278
31562,1.96,0.00,-0.98,0.98,1279
31596,0.98,0.98,0.00,0.00,1280
31628,1.96,0.00,0.00,1.96,1282
31662,0.98,-2.94,0.00,3.92,1283
31693,2.94,1.96,0.00,0.98,1284
31729,0.98,0.98,0.98,0.98,1285
31758,2.94,-0.98,0.00,3.92,1286
31791,1.96,0.98,0.00,0.98,1287
31823,2.94,0.00,0.98,3.92,1289
31857,1.96,0.00,-0.98,0.98,1291
31888,2.94,1.96,0.00,0.98,1292
31932,-0.98,0.98,0.98,-0.98,1293
31956,2.94,0.98,0.00,1.96,1294
31991,2.94,0.98,-0.98,0.98,1296
32022,0.98,0.98,0.00,0.00,1297
32053,3.92,1.96,0.00,1.96,1298
32096,1.96,0.00,0.00,1.96,1299
32123,2.94,-0.98,0.00,3.92,1300
32152,2.94,-0.98,0.98,4.90,1301
32184,0.98,0.98,0.00,0.00,1302
32219,1.96,0.98,0.00,0.98,1303
32249,3.92,2.94,0.98,1.96,1304
32283,1.96,1.96,0.00,0.00,1306
32313,1.96,0.98,0.00,0.98,1307
32346,0.98,-0.98,0.98,2.94,1308
32379,0.98,-1.96,-0.98,1.96,1310
32414,1.96,0.00,-0.98,0.98,1311
32449,2.94,0.98,0.98,2.94,1312
32579,1.96,0.98,0.98,1.96,1313
32581,1.96,1.96,0.00,0.00,1314
32594,1.96,0.00,0.00,1.96,1315
32610,2.94,0.98,-1.96,-0.00,1317
32645,1.96,0.98,0.00,0.98,1319
32676,0.00,-0.98,0.98,1.96,1320
32711,2.94,0.98,0.00,1.96,1321
32751,1.96,0.98,-0.98,0.00,1323
32778,1.96,1.96,0.00,0.00,1324
32806,1.96,-0.98,0.98,3.92,1325
32840,1.96,-0.98,0.98,3.92,1327
32876,0.98,1.96,0.98,0.00,1328
32906,2.94,0.00,0.00,2.94,1329
32937,2.94,-0.98,0.00,3.92,1330
32971,0.00,-1.96,0.00,1.96,1332
33010,1.96,0.00,0.00,1.96,1333
33037,1.96,0.00,0.00,1.96,1334
33073,0.00,0.98,0.00,-0.98,1335
33102,1.96,-0.98,0.00,2.94,1337
33148,2.94,-0.98,0.00,3.92,1338
33172,1.96,0.00,0.00,1.96,1339
33201,1.96,0.00,-0.98,0.98,1340
33239,0.98,0.98,0.98,0.98,1341
33271,0.98,2.94,1.96,0.00,1342
33302,1.96,0.98,0.00,0.98,1343
33333,1.96,0.98,0.00,0.98,1345
33463,1.96,1.96,0.00,0.00,1346
33468,2.94,0.00,0.00,2.94,1348
33486,2.94,-0.98,0.98,4.90,1350
33496,1.96,-0.98,-0.98,1.96,1351
33530,3.92,0.98,0.00,2.94,1352
33563,2.94,0.00,0.00,2.94,1353
33594,2.94,0.98,0.98,2.94,1354
33628,2.94,0.98,0.00,1.96,1356
33657,0.98,0.00,-0.98,0.00,1357
33691,2.94,0.98,0.00,1.96,1358
33730,2.94,0.98,0.00,1.96,1360
33758,1.96,1.96,0.00,0.00,1362
33788,2.94,0.98,0.00,1.96,1363
33821,1.96,0.00,0.00,1.96,1365
33855,0.98,0.98,0.00,0.00,1366
33885,2.94,0.98,-0.98,0.98,1368
33920,0.98,0.00,-0.98,0.00,1369
33955,1.96,0.98,0.00,0.98,1370
33984,1.96,0.00,-0.98,0.98,1371
34019,1.96,0.00,0.00,1.96,1372
34053,2.94,0.98,-0.98,0.98,1373
34084,0.00,0.00,0.98,0.98,1374
34115,1.96,0.00,-1.96,0.00,1375
34148,3.92,0.00,-0.98,2.94,1377
34189,0.98,-0.98,-0.98,0.98,1378
34219,2.94,0.00,0.00,2.94,1379
34251,1.96,0.98,0.00,0.98,1380
34293,1.96,-0.98,0.00,2.94,1381
34313,1.96,-0.98,0.00,2.94,1382
34348,1.96,0.98,0.00,0.98,1384
34381,2.94,-0.98,0.00,3.92,1386
34413,1.96,0.00,0.98,2.94,1387
34447,1.96,0.98,0.00,0.98,1388
34477,1.96,0.00,0.00,1.96,1389
34510,1.96,0.00,0.00,1.96,1391
34541,1.96,-0.98,0.00,2.94,1392
34576,2.94,0.98,0.00,1.96,1393
34607,1.96,0.98,0.00,0.98,1395
34644,2.94,1.96,0.00,0.98,1396
34671,0.98,0.00,0.00,0.98,1397
34707,2.94,0.00,-0.98,1.96,1398
34739,1.96,1.96,0.98,0.98,1399
34769,4.90,1.96,-0.98,1.96,1400
34803,0.00,1.96,0.00,-1.96,1401
34836,1.96,0.98,0.00,0.98,1402
34873,0.98,0.98,0.98,0.98,1403
34919,2.94,1.96,-0.98,-0.00,1404
34942,2.94,0.98,0.00,1.96,1405
34967,0.00,0.00,-0.98,-0.98,1407
35001,3.92,0.98,-0.98,1.96,1409
35035,0.98,0.98,0.00,0.00,1410
35065,2.94,0.00,0.98,3.92,1411
35099,1.96,0.00,-0.98,0.98,1413
35134,1.96,2.94,0.00,-0.98,1414
35169,1.96,0.00,-0.98,0.98,1415
35197,0.98,1.96,0.00,-0.98,1416
35231,2.94,0.98,-0.98,0.98,1417
35268,2.94,0.00,0.00,2.94,1418
35298,1.96,0.98,-1.96,-0.98,1419
35332,1.96,0.00,0.00,1.96,1421
35364,0.98,0.00,0.98,1.96,1423
35395,1.96,0.00,0.00,1.96,1425
35433,1.96,-0.98,-0.98,1.96,1426
35463,1.96,0.00,0.00,1.96,1428
35494,2.94,0.00,0.98,3.92,1429
35526,2.94,0.98,0.00,1.96,1431
35562,1.96,0.00,0.00,1.96,1433
35593,2.94,0.00,-0.98,1.96,1434
35625,2.94,0.98,0.98,2.94,1435
35658,2.94,0.98,0.00,1.96,1437
35690,2.94,0.98,0.00,1.96,1438
35726,0.98,1.96,0.98,0.00,1439
35753,1.96,0.00,0.98,2.94,1440
35787,2.94,0.00,-1.96,0.98,1441
35827,1.96,-0.98,0.00,2.94,1442
35855,1.96,0.00,0.98,2.94,1444
35887,1.96,0.98,0.00,0.98,1445
35918,1.96,0.98,0.00,0.98,1446
35950,2.94,0.98,0.00,1.96,1447
35982,0.00,0.00,0.98,0.98,1449
36022,3.92,0.98,-0.98,1.96,1450
36047,1.96,-0.98,0.98,3.92,1451
36081,1.96,0.00,0.98,2.94,1452
36113,0.00,1.96,0.98,-0.98,1454
36152,2.94,0.00,0.00,2.94,1455
36278,2.94,0.00,0.00,2.94,1457
36294,1.96,0.98,0.00,0.98,1459
36308,1.96,0.98,0.00,0.98,1460
36314,3.92,0.00,0.98,4.90,1462
36347,2.94,2.94,-0.98,-0.98,1463
36381,0.98,0.00,0.98,1.96,1465
36407,2.94,0.98,-0.98,0.98,1466
36440,2.94,0.98,0.00,1.96,1467
36472,1.96,1.96,0.00,0.00,1469
36506,1.96,0.00,-0.98,0.98,1470
36538,2.94,0.00,0.00,2.94,1471
36573,1.96,0.98,0.00,0.98,1472
36604,2.94,0.00,0.00,2.94,1474
36637,0.98,0.00,-0.98,0.00,1475
36669,1.96,0.00,0.00,1.96,1476
36703,14.70,0.00,0.00,14.70,1477
36741,0.98,0.98,0.98,0.98,1479
36768,1.96,0.98,1.96,2.94,1480
36805,1.96,0.00,0.00,1.96,1481
36832,3.92,0.98,0.98,3.92,1482
36865,1.96,0.00,-1.96,0.00,1483
36897,0.98,-0.98,0.98,2.94,1485
36932,2.94,0.98,0.00,1.96,1486
36963,0.00,0.98,-2.94,-3.92,1487
36999,2.94,0.00,1.96,4.90,1489
37031,1.96,0.98,0.98,1.96,1490
37064,1.96,0.98,0.98,1.96,1491
37101,1.96,0.98,-0.98,0.00,1492
37127,3.92,-0.98,0.98,5.88,1493
37160,2.94,0.00,-0.98,1.96,1495
37195,0.98,-0.98,-0.98,0.98,1497
37229,2.94,0.98,-0.98,0.98,1499
37271,2.94,0.98,0.00,1.96,1501
37294,1.96,0.98,0.00,0.98,1502
37326,0.00,0.00,0.98,0.98,1503
37358,2.94,0.98,0.00,1.96,1504
37390,1.96,0.00,0.00,1.96,1505
37425,1.96,0.00,0.00,1.96,1507
37454,1.96,0.00,0.98,2.94,1508
37486,1.96,1.96,0.00,0.00,1510
37520,2.94,0.00,0.00,2.94,1511
37554,2.94,-0.98,0.98,4.90,1513
37683,2.94,-0.98,0.98,4.90,1515
37686,2.94,-0.98,0.98,4.90,1517
37691,0.98,-0.98,0.00,1.96,1518
37719,1.96,0.00,-0.98,0.98,1520
37751,0.98,0.98,0.98,0.98,1522
37787,1.96,0.98,0.98,1.96,1524
37816,2.94,0.98,0.98,2.94,1525
37848,2.94,0.98,0.00,1.96,1526
37879,0.98,2.94,0.00,-1.96,1527
37913,3.92,0.98,-0.98,1.96,1529
37955,2.94,1.96,-0.98,-0.00,1530
37981,1.96,0.00,0.00,1.96,1531
38014,2.94,0.00,0.00,2.94,1533
38051,1.96,0.98,1.96,2.94,1535
38086,3.92,-0.98,0.00,4.90,1537
38111,1.96,0.98,0.00,0.98,1538
38142,1.96,0.00,0.98,2.94,1539
38180,0.98,-0.98,0.00,1.96,1540
38209,2.94,0.00,0.00,2.94,1542
38240,1.96,0.00,0.00,1.96,1544
38275,4.90,0.00,0.98,5.88,1545
38305,1.96,0.00,0.98,2.94,1546
38338,3.92,2.94,-0.98,0.00,1548
38381,0.98,0.00,0.98,1.96,1549
38411,2.94,0.00,0.00,2.94,1551
38437,0.98,0.00,-0.98,0.00,1552
38471,2.94,0.98,0.98,2.94,1554
38501,1.96,0.00,-0.98,0.98,1555
38539,2.94,0.00,-0.98,1.96,1557
38567,2.94,0.00,1.96,4.90,1558
38601,1.96,0.00,-0.98,0.98,1560
38639,1.96,-0.98,0.00,2.94,1561
38668,0.98,1.96,-0.98,-1.96,1562
38700,1.96,0.00,0.00,1.96,1563
38733,2.94,1.96,0.98,1.96,1565
38766,1.96,0.98,0.00,0.98,1567
38801,2.94,-2.94,-0.98,4.90,1568
38838,2.94,0.00,-0.98,1.96,1569
38864,1.96,-0.98,0.98,3.92,1570
38897,3.92,0.98,1.96,4.90,1572
38942,3.92,0.00,0.98,4.90,1574
39061,3.92,0.00,0.98,4.90,1576
39063,3.92,0.00,0.98,4.90,1578
39072,0.98,1.96,0.00,-0.98,1580
39093,1.96,0.00,0.98,2.94,1582
39127,2.94,0.00,0.98,3.92,1583
39159,1.96,-0.98,-0.98,1.96,1584
39192,2.94,-0.98,0.98,4.90,1585
39247,1.96,0.00,-0.98,0.98,1586
39263,1.96,-1.96,-0.98,2.94,1588
39301,1.96,1.96,0.00,0.00,1589
39330,1.96,0.00,0.98,2.94,1591
39358,1.96,1.96,0.00,0.00,1592
39391,3.92,0.00,0.00,3.92,1593
39424,1.96,-0.98,0.00,2.94,1594
39455,0.98,0.00,-0.98,0.00,1595
39488,2.94,1.96,0.00,0.98,1597
39523,1.96,0.98,0.98,1.96,1598
39554,0.98,-0.98,0.00,1.96,1599
39586,3.92,0.98,0.00,2.94,1600
39621,1.96,0.98,0.00,0.98,1602
39650,1.96,0.98,0.00,0.98,1604
39697,2.94,0.98,0.00,1.96,1605
39715,0.98,0.98,-0.98,-0.98,1606
39752,0.00,0.00,-0.98,-0.98,1607
39793,1.96,0.98,0.00,0.98,1609
39817,3.92,0.00,0.00,3.92,1610
39946,3.92,0.00,0.00,3.92,1611
39948,3.92,0.00,0.00,3.92,1612
39956,2.94,0.00,0.98,3.92,1613
39980,0.00,0.98,-0.98,-1.96,1615
40018,1.96,-1.96,0.00,3.92,1617
40044,1.96,-0.98,-0.98,1.96,1618
40081,1.96,0.00,0.98,2.94,1620
40119,1.96,0.98,-0.98,0.00,1622
40146,0.98,1.96,1.96,0.98,1623
40176,0.00,0.98,1.96,0.98,1624
40209,3.92,0.98,0.98,3.92,1625
40248,1.96,0.98,0.00,0.98,1626
40274,0.98,0.00,-0.98,0.00,1627
40307,0.98,0.98,0.98,0.98,1628
40341,0.98,0.00,0.00,0.98,1630
40377,1.96,-0.98,0.98,3.92,1632
40409,0.98,0.98,0.98,0.98,1633
40438,1.96,0.98,-0.98,0.00,1634
40474,2.94,-0.98,0.00,3.92,1636
40515,1.96,2.94,0.00,-0.98,1637
40541,1.96,0.98,0.00,0.98,1638
40570,2.94,0.00,0.00,2.94,1639
40601,1.96,1.96,0.00,0.00,1640
40634,1.96,0.00,0.98,2.94,1641
40666,1.96,0.00,0.00,1.96,1642
40697,1.96,1.96,0.00,0.00,1643
40732,1.96,0.00,0.00,1.96,1644
40763,0.98,0.98,0.98,0.98,1645
40794,0.98,0.98,0.98,0.98,1646
40833,1.96,0.98,0.98,1.96,1647
40859,1.96,0.00,-0.98,0.98,1648
40901,1.96,0.00,-1.96,0.00,1649
40941,1.96,0.98,0.98,1.96,1650
40958,2.94,2.94,0.00,0.00,1651
40998,2.94,-0.98,0.98,4.90,1652
41024,1.96,0.98,0.00,0.98,1654
41055,1.96,0.00,0.98,2.94,1655
41095,1.96,1.96,0.00,0.00,1657
41121,0.98,-0.98,-0.98,0.98,1658
41154,0.98,0.00,-0.98,0.00,1659
41189,0.98,1.96,0.00,-0.98,1660
41221,1.96,0.00,0.00,1.96,1661
41254,2.94,0.00,0.98,3.92,1662
41285,1.96,1.96,0.00,0.00,1663
41336,1.96,0.00,-0.98,0.98,1664
41355,2.94,0.98,0.98,2.94,1665
41384,1.96,0.00,0.00,1.96,1666
